1	-62.5	55	52.5
2	-57.5	55	52.5
3	-52.5	55	52.5
4	-47.5	55	52.5
5	-42.5	55	52.5
6	-37.5	55	52.5
7	-32.5	55	52.5
8	-27.5	55	52.5
9	-22.5	55	52.5
10	-17.5	55	52.5
11	-12.5	55	52.5
12	-7.5	55	52.5
13	-2.5	55	52.5
14	2.5	55	52.5
15	7.5	55	52.5
16	12.5	55	52.5
17	17.5	55	52.5
18	22.5	55	52.5
19	27.5	55	52.5
20	32.5	55	52.5
21	37.5	55	52.5
22	42.5	55	52.5
23	47.5	55	52.5
24	52.5	55	52.5
25	57.5	55	52.5
26	62.5	55	52.5
27	-65	50	47.5
28	-60	50	47.5
29	-55	50	47.5
30	-50	50	47.5
31	-45	50	47.5
32	-40	50	47.5
33	-35	50	47.5
34	-30	50	47.5
35	-25	50	47.5
36	-20	50	47.5
37	-15	50	47.5
38	-10	50	47.5
39	-5	50	47.5
40	0	50	47.5
41	5	50	47.5
42	10	50	47.5
43	15	50	47.5
44	20	50	47.5
45	25	50	47.5
46	30	50	47.5
47	35	50	47.5
48	40	50	47.5
49	45	50	47.5
50	50	50	47.5
51	55	50	47.5
52	60	50	47.5
53	-62.5	45	42.5
54	-57.5	45	42.5
55	-52.5	45	42.5
56	-47.5	45	42.5
57	-42.5	45	42.5
58	-37.5	45	42.5
59	-32.5	45	42.5
60	-27.5	45	42.5
61	-22.5	45	42.5
62	-17.5	45	42.5
63	-12.5	45	42.5
64	-7.5	45	42.5
65	-2.5	45	42.5
66	2.5	45	42.5
67	7.5	45	42.5
68	12.5	45	42.5
69	17.5	45	42.5
70	22.5	45	42.5
71	27.5	45	42.5
72	32.5	45	42.5
73	37.5	45	42.5
74	42.5	45	42.5
75	47.5	45	42.5
76	52.5	45	42.5
77	57.5	45	42.5
78	62.5	45	42.5
79	-65	40	37.5
80	-60	40	37.5
81	-55	40	37.5
82	-50	40	37.5
83	-45	40	37.5
84	-40	40	37.5
85	-35	40	37.5
86	-30	40	37.5
87	-25	40	37.5
88	-20	40	37.5
89	-15	40	37.5
90	-10	40	37.5
91	-5	40	37.5
92	0	40	37.5
93	5	40	37.5
94	10	40	37.5
95	15	40	37.5
96	20	40	37.5
97	25	40	37.5
98	30	40	37.5
99	35	40	37.5
100	40	40	37.5
101	45	40	37.5
102	50	40	37.5
103	55	40	37.5
104	60	40	37.5
105	-62.5	35	32.5
106	-57.5	35	32.5
107	-52.5	35	32.5
108	-47.5	35	32.5
109	-42.5	35	32.5
110	-37.5	35	32.5
111	-32.5	35	32.5
112	-27.5	35	32.5
113	-22.5	35	32.5
114	-17.5	35	32.5
115	-12.5	35	32.5
116	-7.5	35	32.5
117	-2.5	35	32.5
118	2.5	35	32.5
119	7.5	35	32.5
120	12.5	35	32.5
121	17.5	35	32.5
122	22.5	35	32.5
123	27.5	35	32.5
124	32.5	35	32.5
125	37.5	35	32.5
126	42.5	35	32.5
127	47.5	35	32.5
128	52.5	35	32.5
129	57.5	35	32.5
130	62.5	35	32.5
131	-65	30	27.5
132	-60	30	27.5
133	-55	30	27.5
134	-50	30	27.5
135	-45	30	27.5
136	-40	30	27.5
137	-35	30	27.5
138	-30	30	27.5
139	-25	30	27.5
140	-20	30	27.5
141	-15	30	27.5
142	-10	30	27.5
143	-5	30	27.5
144	0	30	27.5
145	5	30	27.5
146	10	30	27.5
147	15	30	27.5
148	20	30	27.5
149	25	30	27.5
150	30	30	27.5
151	35	30	27.5
152	40	30	27.5
153	45	30	27.5
154	50	30	27.5
155	55	30	27.5
156	60	30	27.5
157	-62.5	25	22.5
158	-57.5	25	22.5
159	-52.5	25	22.5
160	-47.5	25	22.5
161	-42.5	25	22.5
162	-37.5	25	22.5
163	-32.5	25	22.5
164	-27.5	25	22.5
165	-22.5	25	22.5
166	-17.5	25	22.5
167	-12.5	25	22.5
168	-7.5	25	22.5
169	-2.5	25	22.5
170	2.5	25	22.5
171	7.5	25	22.5
172	12.5	25	22.5
173	17.5	25	22.5
174	22.5	25	22.5
175	27.5	25	22.5
176	32.5	25	22.5
177	37.5	25	22.5
178	42.5	25	22.5
179	47.5	25	22.5
180	52.5	25	22.5
181	57.5	25	22.5
182	62.5	25	22.5
183	-65	20	17.5
184	-60	20	17.5
185	-55	20	17.5
186	-50	20	17.5
187	-45	20	17.5
188	-40	20	17.5
189	-35	20	17.5
190	-30	20	17.5
191	-25	20	17.5
192	-20	20	17.5
193	-15	20	17.5
194	-10	20	17.5
195	-5	20	17.5
196	0	20	17.5
197	5	20	17.5
198	10	20	17.5
199	15	20	17.5
200	20	20	17.5
201	25	20	17.5
202	30	20	17.5
203	35	20	17.5
204	40	20	17.5
205	45	20	17.5
206	50	20	17.5
207	55	20	17.5
208	60	20	17.5
209	-62.5	15	12.5
210	-57.5	15	12.5
211	-52.5	15	12.5
212	-47.5	15	12.5
213	-42.5	15	12.5
214	-37.5	15	12.5
215	-32.5	15	12.5
216	-27.5	15	12.5
217	-22.5	15	12.5
218	-17.5	15	12.5
219	-12.5	15	12.5
220	-7.5	15	12.5
221	-2.5	15	12.5
222	2.5	15	12.5
223	7.5	15	12.5
224	12.5	15	12.5
225	17.5	15	12.5
226	22.5	15	12.5
227	27.5	15	12.5
228	32.5	15	12.5
229	37.5	15	12.5
230	42.5	15	12.5
231	47.5	15	12.5
232	52.5	15	12.5
233	57.5	15	12.5
234	62.5	15	12.5
235	-65	10	7.5
236	-60	10	7.5
237	-55	10	7.5
238	-50	10	7.5
239	-45	10	7.5
240	-40	10	7.5
241	-35	10	7.5
242	-30	10	7.5
243	-25	10	7.5
244	-20	10	7.5
245	-15	10	7.5
246	-10	10	7.5
247	-5	10	7.5
248	0	10	7.5
249	5	10	7.5
250	10	10	7.5
251	15	10	7.5
252	20	10	7.5
253	25	10	7.5
254	30	10	7.5
255	35	10	7.5
256	40	10	7.5
257	45	10	7.5
258	50	10	7.5
259	55	10	7.5
260	60	10	7.5
261	-62.5	5	2.5
262	-57.5	5	2.5
263	-52.5	5	2.5
264	-47.5	5	2.5
265	-42.5	5	2.5
266	-37.5	5	2.5
267	-32.5	5	2.5
268	-27.5	5	2.5
269	-22.5	5	2.5
270	-17.5	5	2.5
271	-12.5	5	2.5
272	-7.5	5	2.5
273	-2.5	5	2.5
274	2.5	5	2.5
275	7.5	5	2.5
276	12.5	5	2.5
277	17.5	5	2.5
278	22.5	5	2.5
279	27.5	5	2.5
280	32.5	5	2.5
281	37.5	5	2.5
282	42.5	5	2.5
283	47.5	5	2.5
284	52.5	5	2.5
285	57.5	5	2.5
286	62.5	5	2.5
287	-65	0	0
288	-60	0	0
289	-55	0	0
290	-50	0	0
291	-45	0	0
292	-40	0	0
293	-35	0	0
294	-30	0	0
295	-25	0	0
296	-20	0	0
297	-15	0	0
298	-10	0	0
299	-5	0	0
300	0	0	0
301	5	0	0
302	10	0	0
303	15	0	0
304	20	0	0
305	25	0	0
306	30	0	0
307	35	0	0
308	40	0	0
309	45	0	0
310	50	0	0
311	55	0	0
312	60	0	0
313	-62.5	-5	5
314	-57.5	-5	5
315	-52.5	-5	5
316	-47.5	-5	5
317	-42.5	-5	5
318	-37.5	-5	5
319	-32.5	-5	5
320	-27.5	-5	5
321	-22.5	-5	5
322	-17.5	-5	5
323	-12.5	-5	5
324	-7.5	-5	5
325	-2.5	-5	5
326	2.5	-5	5
327	7.5	-5	5
328	12.5	-5	5
329	17.5	-5	5
330	22.5	-5	5
331	27.5	-5	5
332	32.5	-5	5
333	37.5	-5	5
334	42.5	-5	5
335	47.5	-5	5
336	52.5	-5	5
337	57.5	-5	5
338	62.5	-5	5
339	-65	-10	10
340	-60	-10	10
341	-55	-10	10
342	-50	-10	10
343	-45	-10	10
344	-40	-10	10
345	-35	-10	10
346	-30	-10	10
347	-25	-10	10
348	-20	-10	10
349	-15	-10	10
350	-10	-10	10
351	-5	-10	10
352	0	-10	10
353	5	-10	10
354	10	-10	10
355	15	-10	10
356	20	-10	10
357	25	-10	10
358	30	-10	10
359	35	-10	10
360	40	-10	10
361	45	-10	10
362	50	-10	10
363	55	-10	10
364	60	-10	10
365	-62.5	-15	15
366	-57.5	-15	15
367	-52.5	-15	15
368	-47.5	-15	15
369	-42.5	-15	15
370	-37.5	-15	15
371	-32.5	-15	15
372	-27.5	-15	15
373	-22.5	-15	15
374	-17.5	-15	15
375	-12.5	-15	15
376	-7.5	-15	15
377	-2.5	-15	15
378	2.5	-15	15
379	7.5	-15	15
380	12.5	-15	15
381	17.5	-15	15
382	22.5	-15	15
383	27.5	-15	15
384	32.5	-15	15
385	37.5	-15	15
386	42.5	-15	15
387	47.5	-15	15
388	52.5	-15	15
389	57.5	-15	15
390	62.5	-15	15
391	-65	-20	20
392	-60	-20	20
393	-55	-20	20
394	-50	-20	20
395	-45	-20	20
396	-40	-20	20
397	-35	-20	20
398	-30	-20	20
399	-25	-20	20
400	-20	-20	20
401	-15	-20	20
402	-10	-20	20
403	-5	-20	20
404	0	-20	20
405	5	-20	20
406	10	-20	20
407	15	-20	20
408	20	-20	20
409	25	-20	20
410	30	-20	20
411	35	-20	20
412	40	-20	20
413	45	-20	20
414	50	-20	20
415	55	-20	20
416	60	-20	20
417	-62.5	-25	25
418	-57.5	-25	25
419	-52.5	-25	25
420	-47.5	-25	25
421	-42.5	-25	25
422	-37.5	-25	25
423	-32.5	-25	25
424	-27.5	-25	25
425	-22.5	-25	25
426	-17.5	-25	25
427	-12.5	-25	25
428	-7.5	-25	25
429	-2.5	-25	25
430	2.5	-25	25
431	7.5	-25	25
432	12.5	-25	25
433	17.5	-25	25
434	22.5	-25	25
435	27.5	-25	25
436	32.5	-25	25
437	37.5	-25	25
438	42.5	-25	25
439	47.5	-25	25
440	52.5	-25	25
441	57.5	-25	25
442	62.5	-25	25
443	-65	-30	29
444	-60	-30	29
445	-55	-30	29
446	-50	-30	29
447	-45	-30	29
448	-40	-30	29
449	-35	-30	29
450	-30	-30	29
451	-25	-30	29
452	-20	-30	29
453	-15	-30	29
454	-10	-30	29
455	-5	-30	29
456	0	-30	29
457	5	-30	29
458	10	-30	29
459	15	-30	29
460	20	-30	29
461	25	-30	29
462	30	-30	29
463	35	-30	29
464	40	-30	29
465	45	-30	29
466	50	-30	29
467	55	-30	29
468	60	-30	29
469	-62.5	-35	34
470	-57.5	-35	34
471	-52.5	-35	34
472	-47.5	-35	34
473	-42.5	-35	34
474	-37.5	-35	34
475	-32.5	-35	34
476	-27.5	-35	34
477	-22.5	-35	34
478	-17.5	-35	34
479	-12.5	-35	34
480	-7.5	-35	34
481	-2.5	-35	34
482	2.5	-35	34
483	7.5	-35	34
484	12.5	-35	34
485	17.5	-35	34
486	22.5	-35	34
487	27.5	-35	34
488	32.5	-35	34
489	37.5	-35	34
490	42.5	-35	34
491	47.5	-35	34
492	52.5	-35	34
493	57.5	-35	34
494	62.5	-35	34
495	-65	-40	39
496	-60	-40	39
497	-55	-40	39
498	-50	-40	39
499	-45	-40	39
500	-40	-40	39
501	-35	-40	39
502	-30	-40	39
503	-25	-40	39
504	-20	-40	39
505	-15	-40	39
506	-10	-40	39
507	-5	-40	39
508	0	-40	39
509	5	-40	39
510	10	-40	39
511	15	-40	39
512	20	-40	39
513	25	-40	39
514	30	-40	39
515	35	-40	39
516	40	-40	39
517	45	-40	39
518	50	-40	39
519	55	-40	39
520	60	-40	39
521	-62.5	-45	44
522	-57.5	-45	44
523	-52.5	-45	44
524	-47.5	-45	44
525	-42.5	-45	44
526	-37.5	-45	44
527	-32.5	-45	44
528	-27.5	-45	44
529	-22.5	-45	44
530	-17.5	-45	44
531	-12.5	-45	44
532	-7.5	-45	44
533	-2.5	-45	44
534	2.5	-45	44
535	7.5	-45	44
536	12.5	-45	44
